socks5://37.120.162.180:11001,AU,Unknown
socks5://152.53.171.242:17609,AU,Unknown
socks5://37.120.162.180:20125,AU,Unknown
socks5://152.53.171.242:29564,AU,Unknown
socks5://152.53.171.242:14620,AU,Unknown
socks5://152.53.171.242:10026,AU,Unknown
socks5://37.120.162.180:18301,AU,Unknown
socks5://152.53.171.242:13120,AU,Unknown
socks5://152.53.171.242:13377,AU,Unknown
socks5://37.120.162.180:34776,AU,Unknown
socks5://37.120.162.180:14620,AU,Unknown
socks5://37.120.162.180:29949,AU,Unknown
socks5://37.120.162.180:35433,AU,Unknown
socks5://37.120.162.180:31236,AU,Unknown
socks5://37.120.162.180:54597,AU,Unknown
http://103.62.50.130:443,AU,Unknown
http://103.62.50.130:9443,AU,Unknown
http://114.111.151.41:443,AU,Unknown
http://172.193.178.226:80,AU,Brisbane
http://72.10.160.90:26883,AU,Unknown
http://139.99.237.62:80,AU,Sydney
