socks4://70.35.213.226:4153,CA,Unknown
socks4://38.111.114.50:12334,CA,Unknown
socks4://54.39.50.68:14652,CA,Unknown
socks4://142.93.153.53:8329,CA,Unknown
socks5://192.111.130.5:17002,CA,Unknown
socks5://192.111.129.145:16894,CA,Unknown
socks5://198.8.94.170:4145,CA,Unknown
socks5://198.8.94.174:39078,CA,Unknown
socks5://54.39.50.68:14157,CA,Unknown
socks5://54.39.50.68:31442,CA,Unknown
socks5://54.39.50.68:10244,CA,Unknown
socks5://142.93.153.53:63250,CA,Unknown
socks5://159.203.5.54:58493,CA,Unknown
socks5://144.217.253.110:40028,CA,Unknown
socks5://144.217.237.180:46272,CA,Unknown
socks5://144.217.237.179:46272,CA,Unknown
socks5://144.217.237.179:30854,CA,Unknown
socks5://168.119.79.176:60738,CA,Unknown
