socks4://119.15.89.87:5678,KH,Unknown
socks4://36.37.244.41:5678,KH,Unknown
socks4://103.14.251.16:4153,KH,Unknown
socks4://111.90.177.100:60606,KH,Unknown
http://45.119.133.218:3128,KH,Unknown
http://72.10.164.178:5499,KH,Unknown
http://50.114.33.18:8080,KH,Unknown
http://72.10.160.92:19391,KH,Unknown
http://203.95.198.35:8080,KH,Phnom Penh
http://45.133.168.15:8080,KH,Phnom Penh
http://43.255.113.232:8082,KH,Phnom Penh
http://103.216.50.206:8080,KH,Phnom Penh
http://103.118.46.176:8080,KH,Phnom Penh
http://43.255.113.232:80,KH,Phnom Penh
