http://141.136.63.126:8080,VE,Unknown
http://190.52.107.85:999,VE,Unknown
http://38.41.12.88:999,VE,Unknown
http://38.41.12.89:999,VE,Unknown
http://190.94.245.178:999,VE,Unknown
http://38.159.62.7:999,VE,Unknown
http://45.230.170.58:999,VE,Unknown
http://190.52.110.43:999,VE,Unknown
http://200.59.186.177:999,VE,Unknown
http://200.59.186.176:999,VE,Unknown
http://38.172.160.16:999,VE,Unknown
http://190.94.198.165:999,VE,Unknown
http://200.59.191.163:999,VE,Unknown
http://200.59.191.232:999,VE,
http://200.59.191.234:999,VE,
http://200.59.191.235:999,VE,Unknown
http://190.97.239.24:999,VE,Unknown
http://190.97.239.99:999,VE,Unknown
http://190.97.241.102:999,VE,Unknown
http://190.97.239.96:999,VE,Unknown
http://190.97.254.250:999,VE,Unknown
http://190.97.254.254:999,VE,Unknown
http://190.94.232.138:999,VE,Unknown
http://190.97.247.40:999,VE,Unknown
http://190.94.232.42:999,VE,Unknown
http://67.43.236.20:26433,VE,Unknown
http://72.10.164.178:3237,VE,Unknown
http://72.10.164.178:2783,VE,Unknown
http://200.59.191.233:999,VE,
